realisation,condition,velocity_error_sigma_kms,intrinsic_velocity_sigma_kms,effective_per_component_sigma_kms,delta_v_kms,delta_v_over_effective_sigma,mc_seed_base,velocity_seed_offset,intrinsic_velocity_seed,observational_error_seed,velocity_direction_angle_rad,stage1_fracture_scale_pc,stage1_groups,target_parent_status,mean_completeness,mean_purity,mean_jaccard,strict_recoveries_of_8,formal_overlap_resolved,overlap_best_groups_separate,mean_fragment_count,s3_passes,s3_significant_flags,s3_accepted_splits,s3_final_groups,s3_orphans
3,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260728,20260834,2.327526136450255,17.043204459850088,101,target_parent_tested,0.997982838114754,0.8926608357546038,0.8908101490499807,8,True,True,1.0,2,1,1,2,23
3,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260728,20260834,2.327526136450255,17.043204459850088,101,target_parent_tested,0.994076588114754,0.8955305802843323,0.8903967892616209,8,True,True,1.0,2,1,1,3,25
3,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260728,20260834,2.327526136450255,17.043204459850088,101,target_parent_tested,0.9920914446721312,0.8958810127611258,0.8889241478192215,8,True,True,1.0,2,1,1,3,29
3,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260728,20260834,2.327526136450255,17.043204459850088,101,target_parent_tested,0.985292862021858,0.8987009195998767,0.8849687647012271,8,True,True,1.0,2,1,1,3,43
3,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260728,20260834,2.327526136450255,17.043204459850088,101,target_parent_tested,1.0,0.7693224871006205,0.7693224871006205,6,False,False,1.0,1,0,0,1,0
4,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260729,20260835,1.4905496987390805,17.027820392426293,99,target_parent_tested,0.9972677595628416,0.8050116430190011,0.8025321439055259,7,True,True,1.0,2,1,1,2,18
4,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260729,20260835,1.4905496987390805,17.027820392426293,99,target_parent_tested,0.9966167178961748,0.8048110908837477,0.8018315600557653,7,True,True,1.0,2,1,1,2,19
4,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260729,20260835,1.4905496987390805,17.027820392426293,99,target_parent_tested,0.9966167178961748,0.8035971365121555,0.8006666505152211,7,True,True,1.0,2,1,1,2,17
4,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260729,20260835,1.4905496987390805,17.027820392426293,99,target_parent_tested,0.9872780054644807,0.8017781876543039,0.7908346371237633,7,True,True,1.0,2,1,1,2,29
4,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260729,20260835,1.4905496987390805,17.027820392426293,99,target_parent_tested,1.0,0.6835524459329323,0.6835524459329323,5,False,False,1.0,1,0,0,1,0
5,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260730,20260836,5.354146647333957,17.027820392426293,100,target_parent_tested,0.998014856557377,0.8013775876505079,0.7998652561424562,8,True,True,1.0,2,1,1,2,68
5,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260730,20260836,5.354146647333957,17.027820392426293,100,target_parent_tested,0.998046875,0.7999057546365655,0.7983507963215151,8,True,True,1.0,2,1,1,2,65
5,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260730,20260836,5.354146647333957,17.027820392426293,100,target_parent_tested,0.9953786714480874,0.7983622480480831,0.7949648231390303,8,True,True,1.0,2,1,1,2,67
5,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260730,20260836,5.354146647333957,17.027820392426293,100,target_parent_tested,1.0,0.6801769027485203,0.6801769027485203,6,False,False,1.0,1,0,0,1,0
5,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260730,20260836,5.354146647333957,17.027820392426293,100,target_parent_tested,1.0,0.6801769027485203,0.6801769027485203,6,False,False,1.0,1,0,0,1,0
6,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260731,20260837,2.3338096915687427,16.845794541725994,97,target_parent_tested,0.9932703579604194,0.8694582239892541,0.8634821626950516,8,True,True,1.0,2,1,1,2,16
6,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260731,20260837,2.3338096915687427,16.845794541725994,97,target_parent_tested,0.99258729785113,0.866984954737715,0.860445097665367,8,True,True,1.0,2,1,1,2,13
6,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260731,20260837,2.3338096915687427,16.845794541725994,97,target_parent_tested,0.99190423774184,0.867592653204885,0.8604007859288922,8,True,True,1.0,2,1,1,2,15
6,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260731,20260837,2.3338096915687427,16.845794541725994,97,target_parent_tested,0.9879339508565944,0.8674578810944071,0.8566558752949351,8,True,True,1.0,2,1,1,2,21
6,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260731,20260837,2.3338096915687427,16.845794541725994,97,target_parent_tested,0.9953195382882882,0.7454908177397843,0.7423122721682294,6,False,False,1.0,1,0,0,1,0
7,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260732,20260838,0.4940348716259156,17.018295368341942,98,target_parent_tested,1.0,0.8464666694757393,0.8464666694757393,8,True,True,1.0,2,1,1,3,57
7,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260732,20260838,0.4940348716259156,17.018295368341942,98,target_parent_tested,0.998046875,0.84127461552846,0.8398429130397722,8,True,True,1.0,2,1,1,2,64
7,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260732,20260838,0.4940348716259156,17.018295368341942,98,target_parent_tested,0.992614412568306,0.8412695878763735,0.8354146612539357,8,True,True,1.0,2,1,1,3,61
7,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260732,20260838,0.4940348716259156,17.018295368341942,98,target_parent_tested,1.0,0.7181007058041172,0.7181007058041172,6,False,False,1.0,1,0,0,1,0
7,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260732,20260838,0.4940348716259156,17.018295368341942,98,target_parent_tested,1.0,0.7181007058041172,0.7181007058041172,6,False,False,1.0,1,0,0,1,0
8,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260733,20260839,3.193245037579377,17.018295368341942,100,target_parent_tested,0.9993169398907104,0.8873115361476644,0.8867675380606248,8,True,True,1.0,2,1,1,2,46
8,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260733,20260839,3.193245037579377,17.018295368341942,100,target_parent_tested,0.997982838114754,0.8877507104998823,0.8860535233271516,8,True,True,1.0,2,1,1,2,49
8,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260733,20260839,3.193245037579377,17.018295368341942,100,target_parent_tested,0.9972997780054644,0.8908003718733423,0.8884156565523029,8,True,True,1.0,2,1,1,2,55
8,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260733,20260839,3.193245037579377,17.018295368341942,100,target_parent_tested,0.9872780054644807,0.8897844358766618,0.8786915351644528,8,True,True,1.0,2,1,1,3,58
8,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260733,20260839,3.193245037579377,17.018295368341942,100,target_parent_tested,1.0,0.7613937681594118,0.7613937681594118,6,False,False,1.0,1,0,0,1,0
9,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260734,20260840,1.7054631439414238,17.027820392426293,102,target_parent_tested,0.9986338797814208,0.9345919537900196,0.93331164368618,8,True,True,1.0,2,1,1,2,16
9,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260734,20260840,1.7054631439414238,17.027820392426293,102,target_parent_tested,0.994535519125683,0.9332266403067178,0.9281659115617784,8,True,True,1.0,2,1,1,2,20
9,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260734,20260840,1.7054631439414238,17.027820392426293,102,target_parent_tested,0.9938844774590164,0.933185200571932,0.9275591154452736,8,True,True,1.0,2,1,1,2,21
9,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260734,20260840,1.7054631439414238,17.027820392426293,102,target_parent_tested,0.9884520150273224,0.9308554970542554,0.9201998310627504,8,True,True,1.0,2,1,1,2,25
9,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260734,20260840,1.7054631439414238,17.027820392426293,102,target_parent_tested,1.0,0.811419184127831,0.811419184127831,6,False,False,1.0,1,0,0,1,0
10,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260735,20260841,5.714785923302727,17.027820392426293,102,target_parent_tested,0.9947916666666669,0.8796761349242876,0.8749808200319736,8,True,True,1.0,2,1,1,2,35
10,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260735,20260841,5.714785923302727,17.027820392426293,102,target_parent_tested,0.99609375,0.8797087683126339,0.8762204834485395,8,True,True,1.0,2,1,1,2,33
